2019-10-24 23:13:17.434633, 2, -9.42, -1.34, -1.58, 0.0, 1.37, -0.13, 0.17, 0.02, -0.1, 331.13, -78.12, 137.25
2019-10-24 23:13:17.479647, 2, -9.42, -1.28, -1.49, -0.5, 0.13, 0.31, 0.17, 0.07, -0.01, 331.13, -78.12, 137.25
2019-10-24 23:13:17.479647, 2, -9.49, -1.34, -1.52, -1.0, -0.69, 0.69, 0.1, 0.02, -0.04, 331.13, -78.12, 137.25
2019-10-24 23:13:17.528043, 2, -9.52, -1.33, -1.63, -0.31, 0.06, 0.44, 0.03, 0.01, -0.11, 331.13, -78.12, 137.31
2019-10-24 23:13:17.528043, 2, -9.55, -1.32, -1.49, -0.44, -0.06, 0.31, 0.03, 0.04, -0.01, 331.13, -78.12, 137.31
2019-10-24 23:13:17.528043, 2, -9.49, -1.3, -1.4, -0.19, -0.06, -0.69, 0.1, 0.05, 0.07, 331.13, -78.12, 137.25
2019-10-24 23:13:17.571602, 2, -9.47, -1.36, -1.48, 0.56, 0.25, -0.94, 0.12, 0.0, 0.0, 331.13, -78.06, 137.25
2019-10-24 23:13:17.571602, 2, -9.43, -1.37, -1.44, 0.62, 0.19, -0.06, 0.16, 0.0, 0.03, 331.13, -78.06, 137.25
2019-10-24 23:13:17.615189, 2, -9.42, -1.41, -1.56, 0.62, 0.0, 0.06, 0.17, -0.04, -0.05, 331.13, -78.06, 137.19
2019-10-24 23:13:17.615189, 2, -9.4, -1.42, -1.47, 0.31, 0.0, 0.31, 0.19, -0.05, 0.01, 331.13, -78.06, 137.19
2019-10-24 23:13:17.667078, 2, -9.41, -1.37, -1.45, -0.69, -0.69, 0.5, 0.18, 0.0, 0.02, 331.13, -78.12, 137.25
2019-10-24 23:13:17.667078, 2, -9.49, -1.33, -1.5, -0.81, -1.37, 0.69, 0.1, 0.02, -0.02, 331.13, -78.12, 137.19
2019-10-24 23:13:17.667078, 2, -9.54, -1.31, -1.42, -0.13, -0.94, 0.69, 0.05, 0.05, 0.05, 331.06, -78.12, 137.19
2019-10-24 23:13:17.709925, 2, -9.55, -1.34, -1.53, -0.06, -0.56, 0.25, 0.04, 0.02, -0.06, 331.06, -78.12, 137.19
2019-10-24 23:13:17.709925, 2, -9.55, -1.34, -1.44, 0.13, -0.06, -0.37, 0.03, 0.01, 0.02, 331.06, -78.12, 137.19
2019-10-24 23:13:17.752949, 2, -9.47, -1.33, -1.45, 0.13, 0.44, -0.19, 0.12, 0.02, 0.01, 331.06, -78.19, 137.19
2019-10-24 23:13:17.752949, 2, -9.49, -1.38, -1.5, 0.5, 0.13, -0.37, 0.1, -0.02, -0.03, 331.06, -78.12, 137.19
2019-10-24 23:13:17.795575, 2, -9.45, -1.37, -1.43, 0.25, 0.25, 0.13, 0.14, 0.0, 0.04, 331.06, -78.12, 137.19
2019-10-24 23:13:17.795575, 2, -9.44, -1.39, -1.59, -0.06, -0.13, -0.13, 0.14, -0.02, -0.11, 331.06, -78.12, 137.19
2019-10-24 23:13:17.840918, 2, -9.47, -1.34, -1.47, -0.31, -0.06, 0.06, 0.12, 0.01, 0.0, 331.06, -78.12, 137.19
2019-10-24 23:13:17.840918, 2, -9.44, -1.3, -1.45, -0.5, -0.62, 0.44, 0.15, 0.06, 0.02, 331.06, -78.12, 137.12
2019-10-24 23:13:17.840918, 2, -9.46, -1.32, -1.47, -0.31, -1.25, 0.06, 0.13, 0.04, 0.0, 331.06, -78.19, 137.06
2019-10-24 23:13:17.885074, 2, -9.51, -1.33, -1.44, 0.37, -0.69, 0.19, 0.07, 0.0, 0.03, 331.06, -78.19, 137.06
2019-10-24 23:13:17.885074, 2, -9.49, -1.35, -1.49, 0.56, 0.19, 0.37, 0.11, 0.02, -0.12, 331.06, -78.19, 137.06
2019-10-24 23:13:17.927999, 2, -9.49, -1.34, -1.55, 0.13, -0.06, -0.5, 0.1, 0.02, -0.08, 331.06, -78.19, 137.0
2019-10-24 23:13:17.927999, 2, -9.46, -1.34, -1.38, 0.0, -0.5, -0.31, 0.1, 0.01, 0.07, 331.06, -78.19, 137.0
2019-10-24 23:13:17.978849, 2, -9.51, -1.36, -1.52, 0.5, -0.44, 0.25, 0.13, 0.01, 0.0, 331.06, -78.19, 137.0
2019-10-24 23:13:17.978849, 2, -9.5, -1.37, -1.41, 0.44, -0.31, 0.06, 0.09, 0.0, 0.05, 331.06, -78.19, 137.0
2019-10-24 23:13:17.978849, 2, -9.51, -1.43, -1.5, 0.0, 0.13, -0.31, 0.08, -0.06, -0.03, 331.06, -78.19, 137.0
2019-10-24 23:13:18.023326, 2, -9.46, -1.42, -1.52, -0.06, 0.44, -0.06, 0.13, -0.05, -0.06, 331.13, -78.19, 137.0
2019-10-24 23:13:18.023326, 2, -9.45, -1.39, -1.38, -0.56, -0.31, -0.25, 0.14, -0.02, 0.08, 331.13, -78.19, 137.0
2019-10-24 23:13:18.074731, 2, -9.47, -1.42, -1.5, -0.44, -0.06, 0.0, 0.12, -0.06, -0.04, 331.06, -78.19, 137.0
2019-10-24 23:13:18.074731, 2, -9.52, -1.36, -1.42, -0.94, 0.06, 0.56, 0.07, 0.0, 0.03, 331.06, -78.19, 137.0
2019-10-24 23:13:18.074731, 2, -9.53, -1.31, -1.39, -1.75, -0.19, 0.56, 0.05, 0.04, 0.07, 331.06, -78.19, 137.06
2019-10-24 23:13:18.131468, 2, -9.53, -1.29, -1.48, -0.44, 1.0, -0.06, 0.06, 0.06, -0.01, 331.0, -78.19, 137.06
2019-10-24 23:13:18.131468, 2, -9.5, -1.34, -1.46, 0.37, 0.56, -1.0, 0.1, 0.01, 0.0, 331.06, -78.12, 137.06
2019-10-24 23:13:18.131468, 2, -9.46, -1.37, -1.49, 0.13, 0.19, -1.0, 0.15, -0.01, -0.09, 331.06, -78.12, 137.0
2019-10-24 23:13:18.174546, 2, -9.42, -1.36, -1.49, -0.5, 0.06, -0.5, 0.18, 0.0, 0.0, 331.06, -78.12, 137.0
2019-10-24 23:13:18.174546, 2, -9.4, -1.34, -1.46, -0.5, 0.19, -0.06, 0.19, 0.04, 0.01, 331.06, -78.12, 137.0
2019-10-24 23:13:18.218017, 2, -9.45, -1.34, -1.57, -0.62, -0.81, -0.06, 0.14, 0.02, -0.1, 331.06, -78.12, 136.94
2019-10-24 23:13:18.218017, 2, -9.44, -1.31, -1.49, 0.44, -0.25, 0.88, 0.14, 0.05, -0.02, 331.06, -78.12, 136.94
